filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image332,Carhartt Fall/Winter Collection,@meditation_room,"Oaxaca, Mexico",in bed at midnight,15,The week before moving out,☕,0.6,-,carhartt's fall/winter collection,carhartt; fallwinter; collection; acne; apparel; editorials; uniform; fleece; medline; supreme; herbs,0.7641; 0.7246; 0.706; 0.2762; 0.2527; 0.2519; 0.2516; 0.2504; 0.2503; 0.2498; 0.2495,serene,-
image336,Interior of Building,@back_story,"Cusco, Peru",museum hallway,12,31/12/07,🍷,0.73,-,the interior of a building with a large object in the middle,object; building; middle; interior; manufacturing; manufacture; modules; printing; cylinder; polymer; generators; manufacturers,0.725; 0.7062; 0.7055; 0.6925; 0.2597; 0.2548; 0.2535; 0.2512; 0.2497; 0.2488; 0.2448; 0.2444,neutral,-
image337,Woman’s Face Reflected in Water,@pink_flamingo,"Kibbutz Ein Gedi, Israel",in bed at midnight,15,31/12/07,🍝,0.53,-,a woman's face reflected in water,face; poster; rivers; water; swim; scanned; latitude; waters; peripheral,0.7347; 0.2602; 0.256; 0.2558; 0.2529; 0.2523; 0.2512; 0.251; 0.2501,serene,-
image340,Alien with Red Eyes,@artistic_soul,"Jaffa, Israel",bus seat,4,Night of the eclipse,🌙,0.8,-,a of an alien with red eyes,eyes; eye; inkjet; alien; untitled; perry; fish; patient; eyed,0.7504; 0.2751; 0.2634; 0.2626; 0.2625; 0.2615; 0.2615; 0.261; 0.2603,warm,-
image352,Two Women Kissing,@nomadic_heart,"Kathmandu, Nepal",toilet,14,Worst birthday I've ever had,🌙,0.91,-,two women kissing each other,women; kissing; lovers; detail; passion; oils; morrison; intimate; vulnerability,0.7313; 0.2678; 0.2578; 0.2553; 0.2546; 0.2532; 0.2529; 0.2504; 0.25,serene,-
image353,Cup of Coffee and Book,@spiritual_journey,"Athens, Greece",metro station,2,The festival weekend,🌙,0.51,-,"a cup of coffee, a book and a slice of lemon",slice; lemon; book; coffee; cup; dishes; cafe; pottery; cups; tea; housewares,0.7396; 0.7282; 0.7153; 0.2807; 0.2775; 0.275; 0.2739; 0.2682; 0.267; 0.2651; 0.262,serene,-
image355,Colorful Abstract on White Wall,@left_field,"Chefchaouen, Morocco",toilet,14,The day we met,🌙,0.57,-,a colorful abstract on a white wall,wall; abstract; bookmarks; bookmark; panel; banners; rugs; bicycle; receptor; decorative,0.7285; 0.7276; 0.2671; 0.252; 0.2456; 0.2455; 0.2443; 0.244; 0.2433; 0.2425,whimsical,-
image359,Man in Tank Top,@magenta_rose,"Budapest, Hungary",park bench,3,Early morning in August,☀️,0.6,-,a of a man in a tank top,top; tank; acrylic; painted; nudity; pac; wall; paint; markers,0.7257; 0.7198; 0.271; 0.2614; 0.2539; 0.2524; 0.2523; 0.2514; 0.2512,mysterious,-
image360,Landscape with Power Lines,@feeling_tone,"Bariloche, Argentina",during traffic in my car,5,Summer solstice,☀️,0.51,-,"a landscape, power lines, and an electrical substation",landscape; substation; lines; power; backgrounds; process; study; finishing; preliminary; environments; progress,0.7494; 0.7186; 0.7039; 0.6968; 0.2701; 0.2653; 0.2605; 0.2577; 0.2568; 0.2564; 0.2559,neutral,-
image366,Face of Young Girl,@heliodor_sun,"Marrakesh, Morocco",bus seat,4,Autumn equinox,🍝,0.82,-,the face of a young girl,girl; acrylic; face; asian; portrait; study; expression; faced,0.7556; 0.2745; 0.2719; 0.2693; 0.2677; 0.2652; 0.2634; 0.2633,mysterious,-
image368,Tissue Box,@planet_blue,"Oaxaca, Mexico",bus seat,4,Third week of lockdown,☕,0.91,-,a tissue in a box,tissue; shoe; box; shoes; bed; prototype; bag; sofa; boxes,0.7585; 0.2931; 0.2815; 0.2772; 0.2746; 0.2745; 0.272; 0.2716; 0.2702,neutral,-
image369,Pencil Head on Pedestal,@background_noise,"Hallstatt, Austria",balcony at sunset,10,31/12/07,-,0.67,-,a pencil of a head on a pedestal,head; pedestal; apollo; piece; sculpture; study; alexander; face; faces,0.756; 0.7555; 0.2816; 0.2655; 0.2651; 0.2647; 0.2642; 0.264; 0.2637,neutral,-
image37,Christmas Tree Ornaments and Envelope,@timeless_echo,"Marrakesh, Morocco",balcony at sunset,10,Midsummer night,🍝,0.5,-,"a christmas tree, ornaments, and an envelope",ornaments; christmas; tree,0.7737; 0.7709; 0.3106,serene,-
image372,Book with Various Animals,@eternal_flame,"Nara, Japan",train window seat,7,Last June,🌙,0.86,-,a book with of various animals,book; animals; catalogue; catalog; stickers; hardcover; manuals; stamps; catalogs,0.7251; 0.7114; 0.2692; 0.2656; 0.2619; 0.2594; 0.2593; 0.2573; 0.2554,mysterious,-
image377,Faces of Two Men,@spiritual_journey,"Haifa, Israel",train window seat,7,Halloween night,🍝,0.68,-,the faces of two men in japanese,men; news; newspaper; frontpage; magazine; article; nylon; goto; sanyo,0.7049; 0.2883; 0.2765; 0.2734; 0.2705; 0.2687; 0.2595; 0.2559; 0.2546,serene,-
image382,Black and White Monster,@front_line,"Sapa, Vietnam",during traffic in my car,5,Worst birthday I've ever had,☕,0.65,-,a black and white of a monster,monster; freebsd; sun; sol; creature; permalink; anger; animation; griffin,0.7524; 0.2684; 0.2671; 0.2662; 0.2655; 0.264; 0.2632; 0.2631; 0.261,neutral,-
image383,Jellyfish Suspended in Air,@transcendent_moment,"Sapa, Vietnam",balcony at sunset,10,Full moon in March,-,0.86,-,a jellyfish suspended in the air,jellyfish; air; sculpture; telecharger; computer; installation; ethernet; wiring; computation; exhibit,0.7803; 0.7295; 0.2889; 0.2834; 0.2834; 0.2832; 0.2794; 0.2792; 0.2785; 0.2782,serene,-
image388,Man in Suit and Tie,@sacred_space,"Sapa, Vietnam",during traffic in my car,5,Autumn equinox,☕,0.66,-,a of a man in a suit and tie,tie; suit; count; alfred; angry; butler; clerk; logan; principal; anger,0.7433; 0.7389; 0.2854; 0.2817; 0.2802; 0.2767; 0.2749; 0.2742; 0.2736; 0.2729,warm,-
image390,Man with Bow Tie,@cosmic_dance,"Bariloche, Argentina",beach,6,31/12/07,☀️,0.65,-,a of a man with a bow tie,bow; tie; alfred; marshall; holmes; bernard; vincent; karl; mitchell; clerk,0.7116; 0.7017; 0.2719; 0.2642; 0.2625; 0.2615; 0.2614; 0.261; 0.2599; 0.2566,warm,-
image395,Girl with Green Hair,-,"Valparaíso, Chile",museum hallway,12,Day after graduation,🌙,0.67,-,a of a girl with green hair and blue eyes,eyes; hair; girl; glance; face; portrait; markers; facing; drawn,0.7438; 0.729; 0.275; 0.2692; 0.2684; 0.267; 0.2657; 0.2654; 0.2635,cool,-
image399,Collage of People and Animals,@depth_of_field,"Tel Aviv, Israel",during traffic in my car,5,Before the big storm,🍝,0.73,-,a collage of people and animals,collage; animals; prints; arts; faces; markers; influences; process,0.7634; 0.7087; 0.252; 0.2507; 0.2495; 0.2495; 0.2483; 0.2476,mysterious,-
image410,Bird and Words,@infinite_loop,"Luang Prabang, Laos",metro station,2,Third week of lockdown,☕,0.79,-,a of a bird and the words to rest and harbour ressentiment,ressentiment; bird; cookbook; recipes; oven; preserve; menus; consistency; ebooks; preservation,0.7645; 0.7403; 0.2876; 0.2829; 0.2755; 0.2728; 0.272; 0.2719; 0.2702; 0.2693,neutral,-
image420,Black and White Poster,@amethyst_sky,"Oaxaca, Mexico",toilet,14,On my sister's wedding day,☀️,0.67,-,a black and white poster with graffiti on it,poster; graffiti; brochure; publication; adults; flyer; newsletters; animals; youth; adolescent,0.7491; 0.7267; 0.2702; 0.2701; 0.2682; 0.2669; 0.2658; 0.2656; 0.2647; 0.2628,neutral,-
image422,"Ink, Graphite, and Charcoal",@underground_rail,"Chefchaouen, Morocco",beach,6,Winter break,☕,0.79,-,"ink, graphite, charcoal, and",charcoal; graphite; thing; creature; card; ink; pen; antenna; ear,0.7663; 0.7647; 0.2605; 0.2591; 0.257; 0.2554; 0.2538; 0.2537; 0.253,mysterious,-
image426,Doodle of Cat and Hand Holding,-,"Lamu, Kenya",attic room,13,Early spring 2005,☀️,0.62,-,"a doodle of a cat, a hand holding a and a of an animal",doodle; hand; animal; faces,0.7839; 0.7487; 0.7464; 0.3053,serene,-
image427,Group of Children Sitting,@serene_waters,"Nazareth, Israel",museum hallway,12,Winter of '98,🍝,-,-,a group of children sitting in a colorful ball,group; ball; children; indigenous; colors; color; arts; artist; markers,0.734; 0.7311; 0.2528; 0.2507; 0.2502; 0.2497; 0.2496; 0.2492; 0.2491,whimsical,-
image429,Heart and Compass,@lime_light,"Reykjavík, Iceland",park bench,3,During the blackout,-,0.97,-,a of a heart and a compass,compass; cardiovascular; cardiac; virus; heart; seed; mechanical; infected; biological,0.7585; 0.2954; 0.2893; 0.2893; 0.2887; 0.2817; 0.2797; 0.2763; 0.2734,mysterious,-
image433,Two Cats Looking,@creative_spirit,"Rome, Italy",metro station,2,During the blackout,☀️,0.64,-,two cats looking at the camera,camera; cats; oils; titten; attempts; pussy; expressions,0.7144; 0.2862; 0.2708; 0.269; 0.2688; 0.2655; 0.2643,neutral,-
image440,"Cat’s Eyes, Whiskers, and Ears",@wandering_soul,"Reykjavík, Iceland",balcony at sunset,10,After the last train,☀️,0.97,-,"the cat's eyes, whiskers, ears, and tail",whiskers; tail; eyes; ears; chat; cats; kitty; titten; fox; banner; permalink,0.7618; 0.737; 0.7339; 0.726; 0.2731; 0.2712; 0.2676; 0.2657; 0.2642; 0.2641; 0.2621,neutral,-
image441,Orange Tabby Cat in Yellow,@topaz_star,"Tel Aviv, Israel",park bench,3,My last day at work,☀️,0.76,Made this during a blackout by candlelight,an orange tabby cat with yellow eyes,tabby; orange; eyes; defence; titten; pet; chat; pat; worldcat; copper,0.7662; 0.7572; 0.7215; 0.2701; 0.2692; 0.266; 0.2658; 0.264; 0.2631; 0.2627,warm,Made this during a blackout by candlelight
image443,Cat with Green Eyes,@eternal_flame,"San Francisco, USA",toilet,14,Midsummer night,🍷,0.84,-,a of a cat with green eyes,eyes; fat; obesity; titten; pat; pet; unit; chat,0.7247; 0.2905; 0.2803; 0.274; 0.2726; 0.2688; 0.2677; 0.2659,cool,-
image446,Cross‑Stitch Pigeon,@ethereal_beauty,"Athens, Greece",museum hallway,12,Early morning in August,🍝,0.81,-,a cross stitch of a pigeon,pigeon; stitch; cross; penguin; bird; birds; crafts; perry; pixel; preliminary; hobby,0.7886; 0.7307; 0.7043; 0.278; 0.2711; 0.2649; 0.264; 0.2626; 0.2573; 0.2563; 0.2554,neutral,-
image448,Hand Holding Cross‑Stitch,@esoteric_wisdom,"Budapest, Hungary",train window seat,7,My last day at work,-,0.89,-,a hand holding a cross stitch that says doubled up on adderall and here to fuck,adderall; hand; stitch; cross; crafts; productive; adding; thread; decorating; diy; adjustable; ambien,0.776; 0.7022; 0.6995; 0.6894; 0.2713; 0.2647; 0.2614; 0.2612; 0.2612; 0.2591; 0.2574; 0.2572,mysterious,-
image449,Bearded Man with Hat,@transcendent_moment,"Tiberias, Israel",beach,6,Midsummer night,🌙,0.5,-,a of a bearded man with a hat,hat; portrait; vincent; abraham; francisco; pac; gabriel; abu; drawn,0.7532; 0.2838; 0.2838; 0.2785; 0.2783; 0.2769; 0.2755; 0.2749; 0.2718,mysterious,-
image450,Horse and Pencil,@velvet_storm,"Tel Aviv, Israel",park bench,3,15/05/23,🍷,0.83,-,a of a horse and a pencil,horse; pen; pens; notes; audience; demo; migration,0.7407; 0.2725; 0.2639; 0.2619; 0.261; 0.2603; 0.2596,serene,-
image456,Pair of Red Birds,@white_rabbit,"Siwa Oasis, Egypt",during traffic in my car,5,Winter break,-,0.89,-,a pair of red birds,pair; bird; birds; reconstruction; red; nest; rouge; chick; robin,0.7348; 0.2839; 0.2733; 0.265; 0.2638; 0.2588; 0.258; 0.2574; 0.257,warm,-
image459,Chair and Open Book,@white_rabbit,"Amsterdam, Netherlands",office desk corner,9,04/07/11,☀️,0.98,-,a of a chair and an open book with black and white,book; chair; catalogue; configurations; forms; catalogs; manuals; brochures; handbook; brochure,0.7221; 0.7014; 0.2677; 0.2653; 0.2652; 0.2648; 0.2646; 0.2639; 0.2596; 0.2581,neutral,-
image460,Vintage Postcard Featuring Woman,@surreal_world,"Cusco, Peru",toilet,14,Worst birthday I've ever had,-,0.94,-,a vintage postcard featuring a woman in a black and white dress,vintage; dress; postcard; card; circus; performer; postcards; cards; mercury; carnival,0.7462; 0.7353; 0.287; 0.285; 0.2795; 0.2754; 0.2735; 0.2724; 0.2687; 0.2671,neutral,-
image463,Kitchen with Person Holding,@occult_art,"Prague, Czech Republic",balcony at sunset,10,Middle of summer,☕,-,-,a of the kitchen and a person holding a,person; restaurants; libraries; apartment; kitchen; bookstore; museums; designing; refrigerator,0.7056; 0.2575; 0.2567; 0.2563; 0.2548; 0.2538; 0.2536; 0.252; 0.2516,neutral,-
image468,Variety of Items on Table,@imaginative_eye,"Rosh Hanikra, Israel",kitchen table,11,Night of the eclipse,-,0.74,-,a variety of items on a table,table; items; variety; pottery; detail; bottles; ceramic; bottle; laboratory; objects; instruments,0.751; 0.742; 0.7378; 0.2924; 0.2853; 0.2822; 0.2788; 0.2755; 0.2733; 0.2723; 0.2721,neutral,-
image470,Orchid Flower,@beryl_light,"Siwa Oasis, Egypt",toilet,14,-,-,0.81,-,an orchid flower,orchid; lotus; defense; flower; defend; defence; aaa; bee; badge,0.799; 0.298; 0.2924; 0.2894; 0.2881; 0.2827; 0.2797; 0.2741; 0.2736,mysterious,-
image471,Woman with Her Hand in Front,@silver_lining,"Toronto, Canada",during traffic in my car,5,Night of the eclipse,🍷,0.59,-,a woman with her hand in front of her face,face; hand; front; drawn; acrylic; fox; rendered; portrait; preliminary; study; draw,0.7487; 0.7315; 0.7065; 0.2679; 0.267; 0.266; 0.2652; 0.2622; 0.2622; 0.2622; 0.2621,warm,-
image476,Woman with Long Hair and Phone,@mystic_fog,"Berlin, Germany",metro station,2,During the blackout,☀️,-,-,a woman with long hair and a phone in her hand,hair; hand; phone; drawn; draw; stylus; trace; ana; portrait; drew; gnu,0.7534; 0.7368; 0.7259; 0.267; 0.2651; 0.2627; 0.2623; 0.2619; 0.2612; 0.2607; 0.2607,mysterious,-
image477,Black and White Building,@shallow_waters,"Siwa Oasis, Egypt",office desk corner,9,Worst birthday I've ever had,🍷,0.59,-,a black and white of a building with graffiti on it,building; graffiti; asp; banner; patrol; moon; satellite; nasa; pan; ist,0.7064; 0.6836; 0.2743; 0.2639; 0.2608; 0.2606; 0.2596; 0.2575; 0.2565; 0.2563,neutral,-
image478,Three Different Types of Fruit,@mystical_path,"Barcelona, Spain",park bench,3,Autumn equinox,🍷,-,-,three different types of fruit,fruit; types; minerals; vessels; vegetables; rocks; fruits; variations; tobacco,0.7554; 0.7372; 0.2832; 0.2742; 0.2676; 0.2675; 0.2667; 0.2662; 0.2656,neutral,-
image481,Group of People Walking,@meditation_room,"San Francisco, USA",park bench,3,-,☀️,0.82,-,a group of people walking in different directions,group; directions; installation; calibration; entities; configurations; cleaners; demonstration; installations; loss,0.7313; 0.7183; 0.2615; 0.2542; 0.253; 0.2526; 0.2521; 0.252; 0.2509; 0.249,minimal,-
image482,Blue Word “45”,@surreal_world,"Budapest, Hungary",toilet,14,Before the big storm,-,0.55,-,a blue with the word 45 % written on it,blue; word; integer; iii; numeric; ist; number; ips; numerical; minimum,0.7481; 0.6953; 0.2779; 0.2769; 0.2762; 0.2746; 0.2727; 0.2717; 0.2705; 0.27,melancholic,-
image485,Leaf and Book,@depth_of_field,"Pingyao, China",balcony at sunset,10,Halloween night,☕,0.65,-,"a leaf, a book, and a of",book; leaves; leaf; pine; cedar; materials; vegetation; plants; plant,0.7203; 0.2784; 0.2758; 0.2712; 0.2648; 0.2616; 0.2604; 0.2591; 0.2581,serene,-
image489,Two Birds Facing Each Other,@concrete_dreams,"Kyoto, Japan",metro station,2,The day we met,🍷,0.72,-,two birds facing each other,birds; thanksgiving; poultry; chicken; cock; turkey; reconstruction; hand; greeting,0.7477; 0.2859; 0.2789; 0.276; 0.2752; 0.2749; 0.2698; 0.2682; 0.2671,serene,-
image493,Pencil Drawing of Old Typewriter,@found_poetry,"Takayama, Japan",in bed at midnight,15,The day the power went out,🍷,0.87,-,a pencil of an old typewriter,typewriter; writer; write; letter; mechanical; italic; correspondence; computer; letters,0.8504; 0.2963; 0.292; 0.2899; 0.2859; 0.2826; 0.2826; 0.2813; 0.2805,mysterious,-
image504,Black and White Woman,@mood_swing,"Montreal, Canada",beach,6,The hottest day of the year,☀️,0.53,-,a black and white of a woman with her head in the air,air; head; tribal; anxiety; disorder; organisms; acid; chaos; entities; meditation,0.7449; 0.7398; 0.2909; 0.2895; 0.2885; 0.2855; 0.284; 0.2836; 0.2834; 0.2834,neutral,-
image507,Object in Frame,@silver_lining,"Safed, Israel",bus seat,4,Summer solstice,-,-,-,an object in a frame,object; frame; columns; rendered; portal; bone; cad; capital; cup; calcium,0.7589; 0.7366; 0.2743; 0.2741; 0.2737; 0.2728; 0.2727; 0.2709; 0.2691; 0.2687,warm,-
image508,Three People Sitting on Blanket,-,"Oaxaca, Mexico",kitchen table,11,04/07/11,🌙,0.82,-,three people sitting on a blanket in front of a sunset,blanket; sunset; front; camping; picnic; yoga; polo; aol; tent; wrestling; camp,0.7412; 0.7341; 0.7054; 0.2815; 0.2776; 0.2689; 0.2677; 0.2675; 0.2646; 0.2632; 0.2631,serene,-
image509,Man Sitting on Floor,@velvet_storm,"Rome, Italy",office desk corner,9,Winter of '98,🍝,0.82,-,a man sitting on the floor with a cup of coffee in front of him,cup; coffee; floor; conversation; beer; cocktail; drinking; feb; japanese,0.7708; 0.769; 0.732; 0.2792; 0.2782; 0.276; 0.2739; 0.2738; 0.2731,neutral,-
image510,Black and White Man,@mystic_fog,"Pingyao, China",kitchen table,11,The day we met,☕,0.54,-,a black and white of a man in a hat,hat; mime; thumbs; revisions; thumbzilla; annotation; finger; thumb,0.7492; 0.2715; 0.2673; 0.2615; 0.2613; 0.2606; 0.2599; 0.2583,neutral,-
image511,Man in Blue Shirt,@brown_bear,"Safed, Israel",train window seat,7,Third week of lockdown,☕,0.73,-,a of a man in a blue shirt,blue; shirt; process; preliminary; acrylic; prisoner; finishing; becoming; seller; oils,0.7347; 0.6901; 0.2697; 0.2678; 0.2614; 0.2592; 0.2589; 0.2569; 0.2555; 0.2555,melancholic,-
image513,Blue Laptop on White Surface,@solar_flare,"Amsterdam, Netherlands",train window seat,7,Just before sunrise,☕,0.87,-,a blue laptop on a white surface,surface; laptop,0.7458; 0.303,melancholic,-
image516,Person Lying on Ground,@comet_trail,"Hallstatt, Austria",balcony at sunset,10,One rainy afternoon,☕,-,-,a of a person lying on the ground,person; ground; falling; animation; fell; mechanics; die; dive; horizontal,0.7548; 0.7192; 0.2763; 0.2667; 0.2667; 0.2624; 0.2615; 0.2603; 0.2596,neutral,-
image518,Pair of Spiral Galaxies,@nebula_dream,"Prague, Czech Republic",metro station,2,Early morning in August,-,0.76,-,a pair of spiral galaxies in the night sky,galaxies; pair; sky; night; cluster; astronomy; clusters; galaxy; space; universe; composite; convergence,0.7933; 0.7184; 0.6947; 0.6897; 0.2701; 0.2627; 0.2603; 0.2603; 0.2534; 0.2504; 0.247; 0.246,neutral,-
image519,Circular Metal Plate,@red_velvet,"Rome, Italy",metro station,2,Worst birthday I've ever had,☕,0.55,-,a circular metal plate on the ground,metal; ground; plate; drainage; drain; valve; circular; bearing; debian; concrete; holes,0.7372; 0.7371; 0.7217; 0.2735; 0.2729; 0.266; 0.2655; 0.2638; 0.2592; 0.2574; 0.2572,neutral,-
image524,Nude Woman Sitting on Chair,@back_story,"Sapa, Vietnam",during traffic in my car,5,The day we met,-,0.9,-,a nude woman sitting on a chair,chair; nudity; nude; nudist; naked; breast; shoulder; une,0.7329; 0.2744; 0.2717; 0.271; 0.2629; 0.2626; 0.2623; 0.2612,neutral,-
image527,Group of Different People,@turquoise_sea,"Prague, Czech Republic",balcony at sunset,10,The day the power went out,🍝,0.66,-,a group of people in different poses,poses; perfume; animation; weblog; blog; persons; japan; groups; group,0.7407; 0.2725; 0.2665; 0.2621; 0.2594; 0.2594; 0.2592; 0.2587; 0.2579,serene,-
image528,Two Boys Standing Next to Each Other,@wandering_soul,"Cusco, Peru",bus seat,4,Worst birthday I've ever had,☀️,0.53,-,two boys standing next to each other,boys; sons; duo; fathers; markers; characters; dad; workers; visitors,0.7514; 0.2715; 0.27; 0.2691; 0.2685; 0.2648; 0.2647; 0.2624; 0.2617,serene,-
image532,Two People in a Boat,@back_story,"Montreal, Canada",in bed at midnight,15,Blue hour in January,🍝,0.75,-,two people in a boat,boat; boats; sailing; ship; boating; sail; ships; yacht,0.2946; 0.2872; 0.2781; 0.2779; 0.2765; 0.2697; 0.2632; 0.2631,serene,-
image533,Pink and Green Stars on Black,@purple_haze,"Amsterdam, Netherlands",beach,6,Third week of lockdown,🍝,0.84,-,"a pink green stars, and black stars",stars; pink; patrol; coral; organisms; verde; cell; wall; green; acid,0.7589; 0.7495; 0.282; 0.269; 0.2685; 0.2674; 0.2661; 0.2661; 0.2653; 0.2634,dark,-
image537,Pair of Legs,@orange_sunset,"San Francisco, USA",museum hallway,12,Early morning in August,🍝,0.98,-,a pair of legs in the shape of a bathtub,bathtub; pair; shape; legs; basin; toilet; instrument; font; chair; capital; handles; helmet,0.7686; 0.7381; 0.7367; 0.7037; 0.2977; 0.2907; 0.2865; 0.2862; 0.2843; 0.2807; 0.2795; 0.2767,mysterious,-
image54,Man Lying on Grass,@cryptic_message,"Takayama, Japan",kitchen table,11,The festival weekend,-,0.7,-,a man lying in the grass with his feet up,grass; feet; defence; defense; animation; thumbnail; orange; defend; barrier; rendering,0.7351; 0.7285; 0.265; 0.2607; 0.2587; 0.257; 0.2569; 0.2548; 0.251; 0.2496,warm,-
image541,Three Skeletons,@brown_bear,"Jerusalem, Israel",museum hallway,12,The week before moving out,☀️,0.64,-,a of three skeletons on a of,skeletons; anatomy; dos; mechanics; bodies; notes; scanned; deaths; parts,0.7911; 0.2706; 0.2641; 0.2641; 0.2627; 0.2615; 0.2614; 0.2602; 0.2598,serene,-
image543,Man Holding Sword,@foreground_focus,"Kathmandu, Nepal",metro station,2,04/07/11,🍷,0.94,-,a person walking past a billboard with a quote on it,billboard; person; message; acknowledge; utilize; via; entrepreneurs; writings; values; quote,0.7555; 0.7159; 0.2736; 0.268; 0.2656; 0.2646; 0.2644; 0.2639; 0.2638; 0.2616,mysterious,-
image558,Ink and Gouache,@tourmaline_rain,"Paris, France",metro station,2,Winter break,🍝,-,-,"ink, and gouache on",gouache; ink; spirits; beings; souls; conversation; bodies; couple; pair,0.7592; 0.7409; 0.2846; 0.2745; 0.2731; 0.2724; 0.2723; 0.2703; 0.2679,neutral,-
image560,Words “Special Sale”,@serene_waters,"Valparaíso, Chile",metro station,2,Winter break,☕,0.92,This piece emerged after spilling ink and going with it,"the words ""special sale"" and ""lemon",sale; lemon; signature; jamaica; flyer; recipes; recipe; advertisement; jefferson,0.7273; 0.2836; 0.2807; 0.2648; 0.2624; 0.2595; 0.2591; 0.2591; 0.2587,neutral,This piece emerged after spilling ink and going with it
image566,Two Black Chairs,@citrine_glow,"Rome, Italy",in bed at midnight,15,The hottest day of the year,☕,0.78,-,two chairs with black and white polka dots,dots; polka; chairs,0.757; 0.744; 0.3163,neutral,-
image569,Person with Surfboard,@coral_reef,"Barcelona, Spain",park bench,3,04/07/11,🍷,-,-,a person on a surfboard in the ocean,surfboard; ocean; person; photograph; signature; label; surfing; myrtle; surf; postcard; sea,0.7524; 0.7482; 0.7191; 0.2708; 0.2704; 0.2675; 0.2664; 0.2655; 0.2645; 0.2618; 0.2616,serene,-
image571,Squares and Rectangles,@soft_whisper,"Prague, Czech Republic",museum hallway,12,One rainy afternoon,🍷,1.0,-,squares and rectangles in different colors,rectangles; squares; colors; google; pixels; ghana; ibm; lithuania; pixel; mozilla; blocks,0.7525; 0.7295; 0.7261; 0.2708; 0.2501; 0.2446; 0.2437; 0.2422; 0.2411; 0.2387; 0.2378,mysterious,-
image575,Man with Hat on His Head,@atmospheric_pressure,"Athens, Greece",beach,6,Third week of lockdown,🍝,0.62,-,a man with a hat on his head,hat; head; reconstruction; rendered; merchant; examine; piece; letter; composite,0.7428; 0.7323; 0.2594; 0.2584; 0.2572; 0.2553; 0.2552; 0.2545; 0.2539,warm,-
image577,Man and Woman,@gray_wolf,"Sapa, Vietnam",kitchen table,11,04/07/11,☕,0.79,-,a of a man and a woman,dog; episode; drama; hygiene; dispute; enemies; bestiality,0.2651; 0.2641; 0.2632; 0.2632; 0.2613; 0.2592; 0.2588,mysterious,-
image586,Palm Trees on Beach,@obsidian_void,"Acre, Israel",bus seat,4,First week of college,🍷,0.85,-,a of palm trees on the beach,beach; trees; landscape; desert; palm; bahrain; landscapes; agricultural; phillips; strand,0.7351; 0.7245; 0.2683; 0.2587; 0.2558; 0.2524; 0.2519; 0.2482; 0.2477; 0.2445,neutral,-
image588,"Clocks, Flowers, and Clock Tower",@upside_down,"Pingyao, China",kitchen table,11,On my sister's wedding day,☀️,0.9,-,"clocks, flowers, and a clock tower in black and white",clock; flowers; tower; bookmarks; puzzles; clocks; symbols; bookmark; volumes; plants; pages,0.7476; 0.7374; 0.689; 0.2737; 0.2733; 0.2691; 0.2684; 0.2659; 0.2658; 0.2646; 0.2623,neutral,-
image590,Variety of Geometric Shapes,-,"Hoi An, Vietnam",in bed at midnight,15,15/05/23,🍝,-,I created it right after my ex dumped me,a variety of geometric shapes in black and white,shapes; variety; noise; ascii; inkjet; abstract; graphic; abstracts; puzzles; junk,0.763; 0.7414; 0.2757; 0.2751; 0.2744; 0.2743; 0.274; 0.2723; 0.2721; 0.2717,neutral,I created it right after my ex dumped me
image591,Silhouette of Man,@shadow_whisper,"Bariloche, Argentina",train window seat,7,31/12/07,🍝,0.93,-,the silhouette of a man,silhouette; person; piece; trace; ink; human; nude; proportion,0.7634; 0.2718; 0.2668; 0.2657; 0.2656; 0.2638; 0.2626; 0.2623,mysterious,-
image593,Letter T with Different Elements,@meteor_shower,"Oaxaca, Mexico",park bench,3,Just before sunrise,🌙,0.62,-,the letter t in different colors,letter; colors; tel; tri; yugoslavia; poster; slovak; theta; fraction; tab,0.752; 0.7242; 0.2713; 0.2695; 0.2685; 0.2678; 0.2676; 0.2668; 0.2656; 0.2632,mysterious,-
image599,Blue Circles with Black Lines,@occult_art,"Luang Prabang, Laos",during traffic in my car,5,Just before sunrise,🍷,0.74,-,blue circles and black lines on a white,lines; circles; dot; configurations; abstracts; fraction; molecules; circle; forms,0.7166; 0.2658; 0.2542; 0.2485; 0.2456; 0.2452; 0.2427; 0.2424; 0.2423,neutral,-
image601,Red and Gold Letter S,@ruby_heart,"Mitzpe Ramon, Israel",office desk corner,9,New Year's Eve 2010,🍷,0.62,-,a red with a gold letter s on it,letter; ribbon; rings; circular; loop; ring; collar; bracelet; restriction,0.7325; 0.2676; 0.2632; 0.2596; 0.2571; 0.2567; 0.2562; 0.2556; 0.2549,warm,-
image603,Outline of Woman’s Head,@concrete_dreams,"Rosh Hanikra, Israel",train window seat,7,My last day at work,🌙,0.82,-,the outline of a woman's head,head; belly; shaped; stomach; grows; fat; round; weight; outline,0.7229; 0.2831; 0.2793; 0.2748; 0.2748; 0.2741; 0.2738; 0.2708; 0.2694,mysterious,-
image605,Ink Calligraphy in White,@zen_garden,"Masada, Israel",in bed at midnight,15,Early spring 2005,☀️,0.71,-,"ink, and calligraphy on a white",calligraphy; ink; flowers; banner; raid; paint; flower; cleanup; inkjet; oils,0.7545; 0.7365; 0.2558; 0.2548; 0.2544; 0.2542; 0.2537; 0.2536; 0.2508; 0.2494,minimal,-
